epoch,timestamp,loss_source_avg,loss_source_fake_avg,loss_distill_avg,loss_feature_kd_avg,loss_consistency_avg,loss_domain_avg,loss_total_avg,mAP50,mAP50-95,precision,recall,source_mAP50,teacher_mAP50,teacher_mAP50-95,student_target_minus_source
4,898.5248599052429,7.868821139471872,8.661922348022461,0.0,0.0,0.03217007671083723,0.0,8.715248418671743,0.6108058900505877,0.4031882557572749,0.745632411650405,0.5320709924763709,0.6689424443112575,0.5138625296535068,0.3543138541578132,-0.05813655426066977
9,2094.438672542572,7.6953080430712015,8.499038929803032,4.740915516308376,0.0,0.0217568724496024,0.0,8.848300594466073,0.6328020908264347,0.4309948527080902,0.7781268359148685,0.5488281701278697,0.6953058879756056,0.5858570116774943,0.41173465341116894,-0.06250379714917087
14,3303.1469099521637,7.285293244089399,8.081162709372384,3.9486087788854327,0.0,0.02094696753365653,0.03689988391846418,8.73183240549905,0.6490370181007288,0.4399462013859636,0.7794412801108621,0.5690898964919349,0.7169536667503813,0.6196864283471522,0.4341936731687608,-0.06791664864965252
19,4494.378988027573,6.999596358707973,7.779356407097408,3.580093195268086,0.0,0.019887735179492407,0.035997663922075714,8.268516764232091,0.6521405244294096,0.44958898093886257,0.7859795018304335,0.5839115945883058,0.71557594620556,0.6447250435878613,0.45314654509048735,-0.06343542177615036
24,5683.6019423007965,6.708321038518633,7.4361962138584685,3.2128116213594162,0.0,0.018291462642805918,0.036089601423591376,7.804413712160928,0.6660183132744228,0.4684665748381759,0.7668153632916086,0.6025174983733186,0.728411236104132,0.6591261082059465,0.464683965187881,-0.06239292282970921
29,6876.5638546943665,6.450215573310852,7.145040987900325,2.8903093145234244,0.0,0.017172329476901463,0.036427201285426106,7.392256593159267,0.6776706190167607,0.47472227681049073,0.7764293224313823,0.610988988734413,0.7398982427694434,0.6713464896267958,0.4743527044448224,-0.06222762375268265
34,8084.869918107986,6.237963055951255,6.915242175919669,2.636134700536728,0.0,0.016774794254984175,0.03654101102639522,7.047868964263371,0.6833980560331421,0.48285429118927337,0.7849853660756595,0.6098901717900784,0.7460637773629474,0.6802494468256479,0.48121008812413574,-0.0626657213298053
39,9276.498849153519,6.130353838716235,6.8156930643490385,2.4728070539746967,0.0,0.01605749557699476,0.036819582266466956,6.834064566612244,0.6826845979216793,0.4831480659064481,0.7871551105773043,0.6144578302481275,0.7507722531412779,0.6851492758977125,0.4850959465908235,-0.06808765521959859
